Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
Anthony Smith,400.25,2TM,26,DB,56,16,6,124,0,25.0,11,1,0,2,0,0,0.0,148,116,32,2,3,0,2009
Anthony Spencer,271.5,DAL,26,LOLB,60,38,1,-3,0,-0.75,10,6,0,4,0,0,15.5,200,152,48,25,40,0,2010
Anthony Thomas,1182.25,CHI,27,RB,51,37,0,0,0,0.0,0,0,7,4,0,0,0.0,2,2,0,0,0,0,2004
Anthony Walker,177.0,IND,25,MLB,57,48,3,22,0,5.5,11,1,0,2,0,0,3.5,343,229,114,19,6,0,2020
Anthony Waters,875.3333333333334,NOR,26,LB,20,0,0,0,0,0.0,0,0,0,1,0,0,0.0,14,13,1,0,0,0,2010
Anthony Weaver,350.0,BAL,25,LDE,57,54,1,1,0,0.25,14,5,0,4,0,0,14.5,144,122,22,23,0,0,2005
Anthony Zettel,628.5,2TM,27,DE,49,16,0,0,0,0.0,0,1,0,1,0,0,7.5,76,51,25,15,17,0,2019
Antoine Bethea,91.5,IND,25,FS,59,59,11,104,0,21.75,22,2,0,2,0,0,0.0,350,256,94,7,1,0,2009
Antoine Brooks Jr.,995.0,LAR,23,S,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2021
Antoine Cason,153.75,SDG,25,RCB,64,33,10,211,1,43.25,44,2,1,0,0,0,0.0,236,200,36,6,0,0,2011
Antoine Winfield Jr.,60.666666666666664,TAM,24,S,42,42,4,61,0,20.333333333333332,15,5,0,4,9,0,9.0,262,190,72,12,13,0,2022
Anton Palepoi,675.6666666666666,2TM,26,DE,32,1,0,0,0,0.0,2,0,0,0,0,0,4.0,45,32,13,6,0,0,2004
Antone Exum,773.0,SFO,26,DB,29,3,0,0,0,0.0,0,1,0,3,0,0,0.0,23,19,4,1,0,0,2017
Antonio Allen,401.6666666666667,NYJ,26,LCB,38,18,1,23,1,7.666666666666667,13,1,0,1,0,0,2.5,110,82,28,4,3,0,2014
Antonio Brown,1018.75,PIT,25,WR,54,27,0,0,0,0.0,0,0,6,3,0,0,0.0,4,4,0,0,0,0,2013
Antonio Bryant,1143.0,CLE,24,WR,16,15,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2005
Antonio Cromartie,287.75,SDG,25,RCB,64,39,15,227,2,34.5,42,0,3,2,2,1,0.0,165,150,15,0,0,0,2009
Antonio Garay,898.5,CHI,27,DE,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,5,2,1,1,0,2006
Antonio Gibson,1326.0,WAS,24,RB,31,20,0,0,0,0.0,0,0,7,1,0,0,0.0,1,1,0,0,0,0,2022
Antonio Johnson,512.0,IND,26,DT,37,21,0,0,0,0.0,0,0,0,1,0,0,1.5,73,54,19,3,5,0,2010
Antonio Morrison,210.66666666666666,GNB,24,RILB,47,27,0,0,0,0.0,1,0,0,0,0,0,1.0,209,124,85,11,3,0,2018
Antonio Perkins,957.0,CLE,24,DB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2006
Antonio Pittman,1075.0,STL,22,RB,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2007
Antonio Smith,425.0,ARI,26,LDE,44,29,0,0,0,0.0,0,1,0,5,14,1,11.0,93,75,18,21,16,0,2007
Antonio Wilson,723.5,MIN,25,LB,15,1,0,0,0,0.0,1,0,0,0,0,0,0.0,20,14,6,1,0,0,2002
Antrel Rolle,160.75,ARI,26,FS,53,44,8,323,4,37.25,28,2,0,0,0,0,0.0,266,236,30,5,1,0,2008
Anttaj Hawthorne,795.0,OAK,25,DT,18,0,0,0,0,0.0,0,0,0,0,0,0,0.0,17,12,5,0,0,0,2006
Antwaan Randle El,1185.6666666666667,PIT,25,WR,48,8,0,0,0,0.0,0,0,14,5,-7,0,0.0,1,1,0,0,0,0,2004
Antwan Barnes,570.75,2TM,26,LB,51,0,1,4,0,1.0,3,2,0,0,0,0,9.5,62,57,5,13,17,0,2010
Antwan Harris,663.25,NWE,26,DB,52,2,1,11,0,2.75,3,0,0,1,0,0,1.0,52,37,15,1,0,0,2003
Antwan Odom,583.0,TEN,26,LDE,52,35,0,0,0,0.0,11,3,0,2,52,2,12.5,83,57,26,18,22,0,2007
Antwan Peek,490.0,HOU,27,LB,51,23,1,20,0,5.0,6,5,0,3,66,1,10.0,110,79,31,8,2,0,2006
Antwaun Molden,694.75,NWE,26,DB,48,2,2,40,0,6.75,3,0,0,2,0,0,0.0,64,48,16,0,0,0,2011
Antwione Williams,475.0,DET,23,LB,14,3,0,0,0,0.0,0,0,1,1,0,0,0.0,27,17,10,2,1,0,2016
Aqib Talib,295.0,TAM,25,LCB,54,41,17,277,3,31.0,46,1,0,1,-5,0,0.0,161,143,18,5,0,0,2011
Arden Key,621.75,SFO,25,DE,54,10,0,0,0,0.0,3,0,0,0,0,0,9.5,71,45,26,13,43,0,2021
Aric Morris,527.25,NWE,26,DB,51,10,1,33,0,8.25,3,0,0,1,0,0,1.5,96,73,23,4,0,0,2003
Arik Armstead,518.75,SFO,25,RDE,46,27,0,0,0,0.0,1,1,0,0,0,0,9.0,98,64,34,13,29,0,2018
Armani Watts,635.25,KAN,25,DB,53,1,0,0,0,0.0,2,0,0,1,0,0,2.0,58,42,16,3,3,0,2021
Armanti Edwards,1215.0,CAR,22,QB,3,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2010
Armon Watts,534.5,CHI,26,DT,57,22,0,0,0,0.0,1,3,0,0,0,0,8.0,125,57,68,7,15,0,2022
Armonty Bryant,636.25,DET,26,DE,36,4,0,0,0,0.0,0,3,0,1,34,0,11.5,68,45,23,14,21,0,2016
Arnaz Battle,784.6666666666666,SFO,26,WR,38,15,0,0,0,0.0,0,0,4,5,0,0,0.0,20,19,1,0,0,0,2006
Arrelious Benn,790.6666666666666,TAM,24,WR,37,24,0,0,0,0.0,0,0,2,0,0,0,0.0,17,16,1,1,0,0,2012
Arron Sears,1288.0,TAM,24,LG,15,15,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2008
Arthur Brown,773.0,2TM,23,LB,44,0,0,0,0,0.0,0,1,0,0,0,0,0.5,20,16,4,0,3,0,2016
Arthur Jones,396.3333333333333,BAL,27,LDE,44,20,0,0,0,0.0,0,1,0,0,0,0,8.5,120,69,51,13,22,0,2013
Arthur Moats,443.25,BUF,25,RLB,59,20,0,0,0,0.0,1,2,0,1,0,0,5.0,141,80,61,4,14,0,2013
Artie Burns,365.0,PIT,24,DB,58,32,4,13,0,2.25,27,1,0,2,0,0,0.0,149,121,28,5,1,1,2019
Artose Pinner,1004.0,MIN,28,RB,37,5,0,0,0,0.0,0,0,1,1,0,0,0.0,6,6,0,0,0,0,2006
Arturo Freeman,433.0,MIA,27,DB,56,20,1,0,0,0.0,13,2,0,4,-5,0,3.5,149,115,34,4,0,0,2003
Asa Jackson,818.6666666666666,BAL,26,DB,14,6,0,0,0,0.0,3,0,0,0,0,0,0.0,30,24,6,1,0,0,2015
Asante Samuel,234.5,NWE,25,LCB/RCB,59,39,16,224,2,34.25,61,4,0,0,0,0,0.0,191,169,22,8,0,0,2006
Asher Allen,264.0,MIN,23,LCB,36,21,4,30,0,10.0,11,1,0,0,0,0,1.0,134,111,23,1,0,0,2011
Ashton Youboty,726.25,BUF,25,DB,30,7,1,19,0,4.75,7,1,0,0,0,0,2.0,58,51,7,4,3,0,2009
Ashtyn Davis,457.0,NYJ,26,S,37,16,3,32,0,10.666666666666666,5,3,0,1,0,0,0.5,103,71,32,1,1,0,2022
Aubrayo Franklin,756.5,BAL,26,DT,36,1,0,0,0,0.0,2,0,0,0,0,0,1.0,40,35,5,3,1,0,2006
Auden Tate,1317.0,CIN,21,WR,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2018
Audie Cole,529.0,MIN,26,LB,36,7,0,0,0,0.0,2,0,0,1,0,0,1.0,74,52,22,3,5,0,2015
Aundrae Allison,1117.0,MIN,22,WR,15,0,0,0,0,0.0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2008
Austen Lane,527.3333333333334,JAX,25,RDE,28,17,0,0,0,0.0,0,1,0,0,0,0,3.0,66,47,19,4,12,0,2012
Austin Blythe,1142.0,LAR,27,RG/C,47,32,0,0,0,0.0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,2019
Austin Bryant,641.5,DET,26,DL,33,6,0,0,0,0.0,1,0,0,0,0,0,4.5,65,42,23,7,11,0,2022
Austin Collie,1174.0,IND,24,WR,16,5,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2009
Austin Corbett,1043.0,LAR,26,RG,33,33,0,0,0,0.0,0,0,0,1,0,0,0.0,3,3,0,0,0,0,2021
Austin Cutting,1045.0,MIN,24,LS,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2020
Austin Hooper,1199.0,ATL,22,TE,14,3,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2016
Austin Jackson,1235.0,MIA,22,LG,17,16,0,0,0,0.0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,2021
Austin Johnson,582.0,TEN,25,NT,58,13,0,0,0,0.0,5,0,0,0,0,0,2.5,83,46,37,4,5,0,2019
Austin Pettis,1064.0,STL,24,WR,14,2,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2012
Austin Spitler,730.25,MIA,27,LB,55,0,0,0,0,0.0,0,0,0,1,0,0,0.0,31,27,4,0,0,0,2013
Avery Moss,595.0,MIA,25,LDE,22,10,0,0,0,0.0,2,2,0,0,0,0,0.0,40,22,18,0,5,0,2019
Avery Williamson,82.5,TEN,25,RILB,63,59,2,0,0,0.0,8,3,0,2,43,0,11.5,376,239,137,20,21,0,2017
Avion Black,824.5,HOU,25,WR,25,0,0,0,0,0.0,0,0,2,2,0,0,0.0,7,7,0,0,0,0,2002
Avonte Maddox,202.25,PHI,25,LB,51,28,3,30,0,7.5,26,4,0,0,0,0,2.0,195,155,40,9,6,0,2021
B.J. Askew,725.0,NYJ,26,FB,55,6,0,0,0,0.0,0,0,0,1,0,0,0.0,42,29,13,0,0,0,2006
B.J. Daniels,1010.0,2TM,27,QB,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2015
B.J. Goodson,374.0,GNB,26,RILB,52,29,2,8,0,1.25,6,2,0,1,7,0,0.5,160,109,51,7,3,0,2019
B.J. Hill,386.25,CIN,26,DT,64,19,0,0,0,0.0,3,0,0,0,0,0,13.0,166,91,75,16,25,0,2021
B.J. Raji,467.5,GNB,26,NT,60,47,0,0,0,0.0,8,0,0,1,1,0,10.5,112,78,34,19,14,0,2012
B.J. Sander,1265.0,GNB,25,P,14,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2005
B.J. Tucker,762.5,SFO,26,DB,10,1,0,0,0,0.0,2,0,0,0,0,0,0.0,19,15,4,0,0,0,2006
B.W. Webb,573.0,NOR,26,CB,49,10,2,7,0,1.75,14,0,0,0,0,0,0.0,68,60,8,1,0,0,2016
Babatunde Oshinowo,954.0,CLE,23,DT,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2006
Bacarri Rambo,433.5,MIA,26,FS,41,16,4,61,0,11.25,11,2,0,1,0,0,2.0,151,105,46,7,7,0,2016
Baker Mayfield,1260.0,CLE,25,QB,46,45,0,0,0,0.0,0,0,21,8,-35,0,0.0,0,0,0,0,0,0,2020
Baraka Atkins,649.0,SEA,24,DE,21,0,0,0,0,0.0,1,0,0,2,0,0,2.0,30,21,9,4,6,0,2008
Barkevious Mingo,454.25,NWE,26,LB,62,16,1,7,0,1.75,11,0,0,1,0,0,7.0,119,79,40,14,20,0,2016
Baron Batch,783.0,PIT,25,RB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2012
Barrett Green,294.5,DET,26,LLB,54,40,0,0,0,0.0,10,1,0,3,38,0,5.0,250,174,76,15,0,0,2003
Barrett Ruud,221.75,TAM,25,MLB,63,36,4,17,0,3.75,9,4,0,5,3,0,3.0,323,235,88,12,7,0,2008
Barry Cofield,349.25,NYG,25,LDT,63,62,0,0,0,0.0,7,1,0,0,0,0,6.5,157,116,41,19,13,0,2009
Bashaud Breeland,106.75,WAS,25,LCB,60,57,8,184,1,37.5,60,7,0,2,-1,0,1.0,270,215,55,9,2,0,2017
Beanie Wells,1198.0,ARI,23,RB,43,16,0,0,0,0.0,0,0,9,3,-4,0,0.0,3,3,0,0,0,0,2011
Bear Pascoe,1005.5,NYG,24,TE,19,12,0,0,0,0.0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,2010
Beau Allen,551.5,PHI,26,DT,63,8,0,0,0,0.0,2,0,0,1,10,0,2.0,87,53,34,10,11,0,2017
Beau Bell,868.0,CLE,22,LB,5,0,0,0,0,0.0,0,1,0,0,0,0,0.0,3,3,0,0,0,0,2008
Ben Banogu,890.75,IND,26,DE,50,0,0,0,0,0.0,1,1,0,0,0,0,2.5,29,13,16,3,6,0,2022
Ben Burr-Kirven,756.5,SEA,23,LB,32,0,0,0,0,0.0,0,1,0,0,0,0,0.0,16,10,6,1,0,0,2020
Ben Emanuel,308.0,SFO,23,SS,11,8,1,38,0,35.0,5,0,0,1,0,0,0.5,39,34,5,2,0,0,2005
Ben Gedeon,438.0,MIN,25,LLB,39,22,0,0,0,0.0,2,0,0,0,0,0,0.0,103,60,43,0,0,0,2019
Ben Grubbs,1207.0,BAL,25,LG,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2009
Ben Hamilton,1176.0,DEN,27,LG,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2004
Ben Hartsock,942.0,TEN,27,TE,32,12,0,0,0,0.0,0,0,0,1,0,0,0.0,7,5,2,0,0,0,2007
Ben Heeney,682.3333333333334,HOU,25,LB,24,5,0,0,0,0.0,1,1,0,0,0,0,2.5,55,44,11,5,4,0,2017
Ben Jones,1207.0,HOU,24,C,16,1,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2013
Ben Kelly,983.0,NWE,24,DB,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,4,2,1,0,0,2002
Ben Koyack,1061.0,JAX,23,TE,14,7,0,0,0,0.0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2016
Ben Leber,248.75,SDG,27,LOLB,57,52,0,0,0,0.0,4,4,0,2,25,0,12.0,214,179,35,26,0,0,2005
Ben Obomanu,785.0,SEA,26,WR,27,0,0,0,0,0.0,0,0,1,1,0,0,0.0,15,13,2,0,0,0,2009
Ben Patrick,1072.0,ARI,23,TE,8,3,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2007
Ben Powers,1539.0,BAL,26,G,17,17,0,0,0,0.0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,2022
Ben Roethlisberger,1261.0,PIT,25,QB,27,27,0,0,0,0.0,0,0,11,5,-17,0,0.0,0,0,0,0,0,0,2007
Ben Tate,1278.0,HOU,25,RB,14,7,0,0,0,0.0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,2013
Ben Taylor,519.0,CLE,27,RILB,39,26,1,0,0,0.0,4,0,0,0,0,0,0.0,206,146,60,7,0,0,2005
Ben Troupe,1142.0,TEN,25,TE,55,29,0,0,0,0.0,0,0,4,3,0,0,0.0,6,4,2,0,0,0,2007
Ben Watson,1301.5,NWE,27,TE,25,21,0,0,0,0.0,0,0,4,2,0,0,0.0,0,0,0,0,0,0,2007
Benardrick McKinney,91.25,HOU,26,LILB,62,59,1,0,0,0.0,10,3,0,0,0,0,10.5,392,241,151,30,26,0,2018
Bene Benwikere,524.0,DAL,26,DB,39,14,2,1,0,0.25,21,2,0,4,6,0,1.0,104,78,26,5,2,0,2017
Bennie Joppru,936.0,2TM,26,TE,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2006
Bennie Logan,316.0,PHI,27,RDT,59,51,0,0,0,0.0,2,3,0,2,0,0,5.5,164,121,43,27,14,0,2016
Benny Snell Jr.,878.0,PIT,24,RB,63,5,0,0,0,0.0,0,0,3,2,0,0,0.0,24,14,10,0,0,0,2022
Bernard Berrian,1121.0,CHI,27,WR,16,15,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2007
Bernard Pierce,1252.5,JAX,24,RB,23,0,0,0,0,0.0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,2015
Bernard Pollard,188.5,HOU,25,SS,61,44,7,144,1,22.75,16,5,0,7,0,1,2.5,301,246,55,7,4,1,2009
Bernard Scott,1059.0,CIN,26,RB,29,2,0,0,0,0.0,0,0,2,0,0,0,0.0,3,3,0,0,0,0,2010
Bethel Johnson,982.6666666666666,NWE,26,WR,39,7,0,0,0,0.0,0,0,3,4,0,0,0.0,10,7,3,0,0,0,2005
Bhawoh Jue,517.5,GNB,25,DB,51,11,3,58,0,14.5,13,2,0,1,0,0,1.5,122,101,21,2,0,0,2004
Bilal Nichols,435.25,CHI,25,RDE/LDE,60,49,1,7,0,1.75,5,2,0,4,12,0,11.0,146,77,69,18,31,0,2021
Bilal Powell,1006.0,NYJ,26,RB,45,14,0,0,0,0.0,0,1,1,2,0,0,0.0,7,5,2,0,0,0,2014
Bill Bentley,641.6666666666666,DET,26,DB,19,8,0,0,0,0.0,5,0,0,0,0,0,0.0,45,34,11,0,0,0,2015
Bill Gramatica,1054.6666666666667,ARI,25,K,33,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2003
Billy Bajema,958.75,SFO,26,TE,61,25,0,0,0,0.0,0,0,0,2,0,0,0.0,13,7,6,0,0,0,2008
Billy McMullen,965.0,MIN,26,WR,32,0,0,0,0,0.0,0,0,1,1,0,1,0.0,5,4,1,0,0,0,2006
Billy Price,1318.0,NYG,27,C,16,15,0,0,0,0.0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2021
Billy Winn,538.0,IND,26,DT,52,21,2,0,0,0.0,5,2,0,4,37,0,3.0,92,60,32,16,12,0,2015
Bjoern Werner,492.3333333333333,IND,25,DE,38,16,0,0,0,0.0,5,1,0,2,1,0,6.5,81,58,23,17,10,0,2015
Blaine Gabbert,1174.0,JAX,23,QB,25,24,0,0,0,0.0,0,0,19,4,-39,0,0.0,0,0,0,0,0,0,2012
Blair Brown,738.0,JAX,24,LB,28,2,0,0,0,0.0,0,0,0,1,0,0,0.5,17,13,4,0,1,0,2018
Blair Walsh,1100.0,MIN,23,K,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2013
Blake Bell,940.6666666666666,JAX,27,TE,36,7,0,0,0,0.0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,2018
Blake Bortles,1141.3333333333333,JAX,25,QB,46,45,0,0,0,0.0,0,0,30,11,-42,0,0.0,0,0,0,0,0,0,2017
Blake Cashman,607.0,HOU,26,LB,30,8,0,0,0,0.0,3,0,0,2,0,0,3.5,75,53,22,7,8,0,2022
Blake Countess,552.3333333333334,LAR,25,DB,37,4,2,19,0,6.333333333333333,3,0,0,0,0,0,1.0,54,38,16,1,4,0,2018
Blake Ferguson,1081.6666666666667,MIA,25,LS,50,0,0,0,0,0.0,0,0,0,1,-2,0,0.0,7,4,3,0,0,0,2022
Blake Martinez,38.75,GNB,25,LILB,61,57,3,29,0,7.25,17,2,0,2,0,0,10.0,512,331,181,29,12,0,2019
Blessuan Austin,408.6666666666667,SEA,25,DB,29,17,0,0,0,0.0,8,2,0,0,0,0,0.0,98,77,21,3,1,0,2021
Blidi Wreh-Wilson,409.6666666666667,TEN,26,DB,34,14,1,34,0,11.333333333333334,14,1,0,0,0,0,0.0,90,76,14,1,0,0,2015
Blue Adams,662.3333333333334,TAM,27,DB,37,0,0,0,0,0.0,0,1,0,0,0,0,0.0,37,32,5,0,0,0,2006
Bo Schobel,702.0,ARI,26,DE,29,2,0,0,0,0.0,0,1,0,0,0,0,1.5,50,41,9,3,2,0,2007
Bob Sanders,232.0,IND,26,SS,39,37,4,32,0,7.25,13,2,0,4,62,1,3.5,253,195,58,10,4,0,2007
Bobby Carpenter,525.75,DAL,26,LB,58,3,0,0,0,0.0,2,0,0,1,0,0,3.5,99,72,27,4,8,0,2009
Bobby Gray,501.3333333333333,CHI,26,DB,29,13,1,31,0,10.333333333333334,6,1,0,1,2,0,1.0,89,69,20,5,0,0,2004
Bobby Massie,1237.0,ARI,26,RT,30,30,0,0,0,0.0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,2015
Bobby McCain,250.75,MIA,25,RCB,62,32,4,6,0,1.5,22,1,0,0,0,0,4.0,183,142,41,9,5,0,2018
Bobby McCray,526.25,JAX,26,LDE,61,29,0,0,0,0.0,5,8,0,1,0,0,22.0,93,72,21,27,25,0,2007
Bobby Myers,760.5,TEN,25,DB,17,2,0,0,0,0.0,1,0,0,1,14,1,0.0,16,13,3,0,0,0,2001
Bobby Okereke,55.25,IND,26,LB,64,49,3,27,0,5.75,17,4,1,5,11,0,2.0,420,293,127,15,4,0,2022
Bobby Wade,976.0,2TM,24,WR,14,1,0,0,0,0.0,0,0,10,4,0,0,0.0,2,2,0,0,0,0,2005
Bobby Wagner,37.5,SEA,25,MLB,56,55,5,64,0,13.5,21,2,0,4,45,2,9.5,478,293,185,25,21,0,2015
Boomer Grigsby,761.5,MIA,27,LB,45,1,0,0,0,0.0,0,0,0,0,0,0,0.0,36,31,5,0,0,0,2008
Boss Bailey,159.66666666666666,DET,27,LLB,43,39,2,32,1,10.666666666666666,11,0,0,1,62,1,3.5,214,158,56,10,1,0,2006
Boston Scott,1308.0,PHI,26,RB,27,6,0,0,0,0.0,0,0,5,1,0,0,0.0,2,1,1,0,0,0,2021
Brad Franklin,862.0,JAX,24,DB,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2003
Brad Jones,397.75,GNB,26,RILB,51,23,0,0,0,0.0,6,1,0,0,0,0,7.0,156,110,46,16,14,0,2012
Brad Meester,1176.25,JAX,26,C,64,64,0,0,0,0.0,0,0,2,5,4,0,0.0,0,0,0,0,0,0,2003
Brad Nortman,1050.0,CAR,24,P,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2013
Brad Smith,698.5,NYJ,26,WR,60,15,0,0,0,0.0,0,0,4,2,-32,0,0.0,42,35,7,0,0,0,2009
Brad St. Louis,802.0,CIN,27,LS,59,0,0,0,0,0.0,0,0,0,0,0,0,0.0,21,19,2,0,0,0,2003
Braden Mann,1166.5,NYJ,25,P,33,0,0,0,0,0.0,0,0,1,1,0,0,0.0,4,4,0,0,0,0,2022
Braden Smith,1329.0,IND,24,RT,14,14,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2020
Bradie James,240.0,DAL,25,LILB,62,34,1,15,1,3.75,15,3,0,3,0,0,2.5,264,191,73,7,0,0,2006
Bradlee Anae,961.0,DAL,23,DE,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2021
Bradley Bozeman,1150.5,BAL,27,C,32,32,0,0,0,0.0,0,0,1,1,-2,0,0.0,1,1,0,0,0,0,2021
Bradley Chubb,404.25,DEN,25,LOLB,41,41,1,21,0,5.25,4,4,0,1,4,0,20.5,144,92,52,29,50,0,2021
Bradley Fletcher,321.0,STL,26,DB,43,26,5,43,0,7.5,21,1,0,2,41,0,1.0,150,134,16,5,1,0,2012
Bradley Pinion,1047.3333333333333,SFO,24,P,48,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2018
Bradley Roby,205.75,DEN,25,DB,64,14,6,121,2,17.5,48,5,0,4,24,1,3.0,186,166,20,7,2,0,2017
Brady Poppinga,267.0,GNB,29,LLB,60,40,2,21,0,5.25,7,2,0,0,0,0,3.0,208,159,49,10,6,0,2008
Brady Quinn,1283.0,CLE,25,QB,10,9,0,0,0,0.0,0,0,4,1,-3,0,0.0,0,0,0,0,0,0,2009
Branden Albert,1149.5,KAN,26,LT,29,29,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2010
Brandon Aiyuk,1146.6666666666667,SFO,24,WR,46,44,0,0,0,0.0,0,0,3,3,1,0,0.0,3,3,0,0,0,0,2022
Brandon Boykin,283.0,PIT,25,DB,64,7,8,137,1,19.25,38,5,1,1,0,0,2.0,145,128,17,3,6,0,2015
Brandon Brooks,1129.0,HOU,24,RG,15,15,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2013
Brandon Burton,740.0,2TM,24,DB,19,1,0,0,0,0.0,1,0,0,0,0,0,0.0,14,11,3,0,0,0,2013
Brandon Carr,139.5,KAN,25,RCB,64,64,8,115,0,20.0,65,1,0,6,41,0,0.0,237,211,26,5,0,0,2011
Brandon Chillar,173.25,STL,25,LLB,63,41,0,0,0,0.0,5,5,0,2,8,0,4.5,225,196,29,23,14,0,2007
Brandon Deaderick,633.75,JAX,26,DT,47,15,0,0,0,0.0,2,3,0,1,0,0,5.5,54,37,17,6,4,0,2013
Brandon Dixon,590.5,NYG,27,DB,19,5,1,0,0,0.0,6,1,0,0,0,0,0.0,30,23,7,1,0,0,2017
Brandon Fields,1026.75,MIA,26,P,64,0,0,0,0,0.0,0,0,0,1,0,0,0.0,7,6,1,0,0,0,2010
Brandon Flowers,114.0,KAN,25,LCB,60,59,13,284,3,53.75,70,4,0,4,37,0,0.0,257,222,35,9,0,0,2011
Brandon Ghee,883.3333333333334,CIN,26,DB,23,0,0,0,0,0.0,5,0,0,0,0,0,0.0,17,13,4,0,0,0,2013
Brandon Gibson,1193.0,STL,24,WR,25,13,0,0,0,0.0,0,0,2,1,0,0,0.0,1,0,1,0,0,0,2011
Brandon Graham,546.75,PHI,25,DE,48,12,0,0,0,0.0,1,4,0,1,0,0,11.5,75,62,13,15,24,0,2013
Brandon Green,605.3333333333334,STL,26,RDE,32,6,0,0,0,0.0,2,1,0,0,0,0,3.5,59,48,11,11,2,0,2006
Brandon Harris,665.25,TEN,24,DB,42,0,0,0,0,0.0,10,0,0,0,0,0,0.0,48,38,10,0,0,0,2014
Brandon Harrison,410.0,HOU,23,SS,15,6,0,0,0,0.0,1,0,0,0,0,0,0.0,33,24,9,1,1,0,2008
Brandon Hogan,942.0,CAR,23,DB,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2011
Brandon Hughes,657.0,PHI,26,DB,30,1,0,0,0,0.0,2,0,0,1,0,0,0.0,31,27,4,0,0,0,2012
Brandon Jackson,1076.75,GNB,25,RB,52,16,0,0,0,0.0,0,0,3,3,0,0,0.0,4,4,0,0,0,0,2010
Brandon Jacobs,780.5,NYG,24,RB,31,0,0,0,0,0.0,0,0,3,0,0,0,0.0,14,11,3,0,0,0,2006
Brandon Jenkins,1025.0,WAS,23,DE,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2013
Brandon Johnson,574.75,CIN,26,LB,41,12,2,35,0,8.75,8,0,0,1,0,0,3.0,145,90,55,8,8,0,2009
Brandon Jones,204.33333333333334,MIA,24,S,38,24,1,8,0,2.6666666666666665,5,3,1,2,7,0,8.0,190,115,75,10,13,0,2022
Brandon Keith,1217.0,ARI,27,RT,13,11,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2011
